year,district,is_total,is_urban,is_rural
2012,105,True,False,False
2021,60,False,False,True
2010,80,False,False,True
2018,224,False,False,True
2014,59,False,True,False
2019,5,False,False,True
2023,185,False,True,False
2015,215,False,False,True
2015,213,False,False,True
2010,9,True,False,False
2020,93,False,False,True
2011,13,False,False,True
2014,182,False,True,False
2011,122,False,True,False
2009,41,True,False,False
2013,125,False,False,True
2015,195,False,False,True
2010,81,False,False,True
2010,161,False,False,True
2009,19,True,False,False
2008,176,True,False,False
2016,165,False,False,True
2009,52,False,True,False
2021,223,False,True,False
2010,196,True,False,False
2018,128,True,False,False
2011,40,False,False,True
2016,81,False,True,False
2011,29,False,True,False
2016,191,True,False,False
2015,115,False,False,True
2020,25,False,False,True
2010,110,True,False,False
2023,227,True,False,False
2020,14,False,True,False
2022,111,False,False,True
2016,3,True,False,False
2017,126,False,True,False
2021,114,False,True,False
2011,35,True,False,False
2013,121,False,False,True
2022,217,True,False,False
2013,164,True,False,False
2006,237,False,False,True
2016,123,True,False,False
2009,27,True,False,False
2014,44,False,True,False
2013,14,False,True,False
2020,43,True,False,False
2013,8,False,False,True
2019,65,True,False,False
2009,152,False,True,False
2023,47,True,False,False
2016,38,True,False,False
2021,170,True,False,False
2010,22,False,True,False
2019,61,True,False,False
2012,182,False,True,False
2021,59,False,True,False
2010,176,True,False,False
2015,179,False,False,True
2017,204,False,False,True
2003,82,True,False,False
2009,44,True,False,False
2013,56,True,False,False
2020,37,False,True,False
2005,95,False,True,False
2014,125,True,False,False
2023,137,True,False,False
2014,23,False,False,True
2019,98,True,False,False
2010,151,True,False,False
2020,90,False,False,True
2019,125,False,True,False
2015,17,True,False,False
2017,227,False,True,False
2010,78,False,True,False
2023,194,False,True,False
2014,35,False,False,True
2010,193,False,True,False
2020,95,True,False,False
2014,234,True,False,False
2015,221,True,False,False
2017,126,False,False,True
2021,14,True,False,False
2021,41,False,False,True
2018,45,False,False,True
2013,84,False,False,True
2020,177,True,False,False
2015,188,True,False,False
2016,198,False,False,True
2021,217,False,False,True
2012,114,True,False,False
2017,218,False,False,True
2016,193,True,False,False
2014,140,False,True,False
2018,69,False,False,True
2012,158,True,False,False
2019,67,False,False,True
2009,161,True,False,False
2017,201,True,False,False
2012,85,False,False,True
2022,200,False,False,True
2020,105,False,False,True
2001,152,True,False,False
2020,89,False,True,False
2009,67,False,False,True
2011,150,False,False,True
2016,151,False,True,False
2010,202,False,True,False
2016,89,True,False,False
2010,35,False,False,True
2016,148,True,False,False
2022,142,False,False,True
2019,225,False,False,True
2019,14,False,False,True
2016,229,True,False,False
2021,200,False,False,True
2022,214,True,False,False
2009,30,True,False,False
2009,205,False,True,False
2019,230,True,False,False
2005,13,True,False,False
2019,76,False,True,False
2022,2,False,False,True
2016,2,False,False,True
2022,78,False,True,False
2023,228,False,True,False
2021,131,True,False,False
2012,59,False,False,True
2019,87,True,False,False
2010,100,False,True,False
2009,122,False,True,False
2019,184,False,False,True
2011,45,True,False,False
2012,234,True,False,False
2020,131,False,False,True
2016,238,True,False,False
2008,7,False,False,True
2023,65,True,False,False
2021,217,True,False,False
2017,47,False,True,False
2017,238,False,False,True
2015,71,True,False,False
2016,176,False,True,False
2009,16,False,True,False
2012,51,True,False,False
2011,176,False,True,False
2019,97,False,False,True
2002,64,False,True,False
2018,44,True,False,False
2015,132,False,True,False
2015,59,False,True,False
2010,177,False,True,False
2013,168,False,False,True
2014,139,True,False,False
2016,55,False,False,True
2015,81,False,True,False
2014,78,False,True,False
2021,182,False,True,False
2006,152,False,False,True
2009,98,True,False,False
2021,116,True,False,False
2014,225,False,False,True
2023,138,False,False,True
2010,137,False,False,True
2015,29,False,True,False
2023,172,False,False,True
2013,116,False,False,True
2014,11,True,False,False
2021,152,False,True,False
2005,64,False,True,False
2017,101,True,False,False
2020,35,True,False,False
2013,111,False,False,True
2020,40,True,False,False
2023,88,False,False,True
2021,113,True,False,False
2016,201,True,False,False
2011,168,False,True,False
2002,49,True,False,False
2016,125,False,False,True
2014,205,True,False,False
2011,148,False,False,True
2021,158,False,True,False
2013,168,True,False,False
2010,33,True,False,False
2017,158,False,False,True
2017,108,False,False,True
2020,98,False,False,True
2007,64,False,True,False
2022,15,True,False,False
2019,217,True,False,False
2020,16,False,False,True
2019,25,True,False,False
2022,233,False,True,False
2022,131,False,False,True
2020,67,False,False,True
2009,29,False,False,True
2015,38,True,False,False
2011,0,True,False,False
2013,163,False,False,True
2019,188,False,True,False
2023,65,True,False,False
2023,141,True,False,False
2014,213,False,False,True
2012,160,True,False,False
2023,132,True,False,False
2009,41,False,False,True
2014,191,True,False,False
2014,26,True,False,False
2023,78,False,False,True
2010,126,False,True,False
2018,190,True,False,False
2011,94,True,False,False
2022,218,False,False,True
2020,12,False,False,True
2001,132,False,False,True
2021,27,True,False,False
2022,119,False,False,True
2023,12,True,False,False
2020,3,False,False,True
2015,200,False,True,False
2013,54,True,False,False
2016,227,True,False,False
2017,56,True,False,False
2017,175,True,False,False
2023,176,False,True,False
2016,119,True,False,False
2018,73,False,True,False
2012,110,False,False,True
2019,46,False,False,True
2001,152,False,True,False
2011,119,False,False,True
2023,27,False,False,True
2016,63,True,False,False
2017,166,False,True,False
2013,29,True,False,False
2011,93,True,False,False
2016,191,False,False,True
2018,60,True,False,False
2021,111,True,False,False
2022,73,False,False,True
2014,221,False,False,True
2017,14,True,False,False
2012,93,False,False,True
2022,70,True,False,False
2019,211,False,False,True
2013,180,True,False,False
2013,227,False,True,False
2015,163,True,False,False
2017,78,False,True,False
2019,111,False,False,True
2012,152,True,False,False
2001,49,False,True,False
2017,200,True,False,False
2003,152,True,False,False
2017,49,False,False,True
2011,223,True,False,False
2014,135,False,False,True
2011,88,True,False,False
2017,164,True,False,False
2010,60,True,False,False
2023,17,False,True,False
2014,57,False,True,False
2015,60,True,False,False
2009,219,False,False,True
2006,187,False,True,False
2014,49,False,False,True
2019,28,False,True,False
2014,60,False,False,True
2018,89,True,False,False
2016,111,False,False,True
2023,65,False,False,True
2022,45,True,False,False
2012,170,True,False,False
2018,19,False,False,True
2015,157,False,True,False
2022,204,True,False,False
2018,227,False,True,False
2015,45,False,True,False
2015,46,False,True,False
2022,91,False,False,True
2019,84,False,False,True
2009,185,False,False,True
2018,25,False,False,True
2015,54,False,False,True
2011,155,True,False,False
2016,126,False,False,True
2014,89,False,True,False
2020,26,True,False,False
2020,0,True,False,False
2009,123,True,False,False
2023,56,True,False,False
2023,78,True,False,False
2016,87,True,False,False
2014,182,True,False,False
2020,108,True,False,False
2012,83,False,False,True
2021,7,False,False,True
2023,200,False,True,False
2011,110,False,False,True
2011,0,False,False,True
2016,182,False,False,True
2017,133,False,False,True
2021,125,False,False,True
2021,148,False,False,True
2018,203,False,False,True
2009,61,False,False,True
2013,124,False,False,True
2002,132,True,False,False
2014,160,False,False,True
2017,137,False,False,True
2022,57,False,False,True
2019,17,True,False,False
2019,183,True,False,False
2021,209,True,False,False
2016,30,False,False,True
2015,95,False,False,True
2022,92,False,False,True
2019,59,False,True,False
2023,164,False,False,True
2014,81,True,False,False
2006,64,False,True,False
2006,95,False,True,False
2019,94,False,True,False
2010,25,False,False,True
2012,24,False,False,True
2009,25,True,False,False
2012,35,False,False,True
2017,68,False,False,True
2021,25,False,True,False
2014,134,False,False,True
2017,75,True,False,False
2020,73,True,False,False
2009,74,False,True,False
2009,94,False,True,False
2014,61,False,False,True
2021,225,False,False,True
2021,216,False,False,True
2019,14,False,True,False
2016,213,False,False,True
2013,198,False,False,True
2019,185,False,False,True
2009,180,False,False,True
2004,176,False,True,False
2018,106,False,False,True
2022,98,True,False,False
2014,113,True,False,False
2020,151,False,True,False
2020,105,True,False,False
2020,162,True,False,False
2023,9,True,False,False
2020,97,False,False,True
2013,228,True,False,False
2013,80,False,True,False
2010,94,False,True,False
2022,122,False,True,False
2021,128,False,False,True
2017,64,True,False,False
2017,224,True,False,False
2020,175,True,False,False
2019,193,True,False,False
2013,65,False,False,True
2018,94,True,False,False
2004,64,False,False,True
2002,51,False,True,False
2016,215,False,False,True
2008,95,False,True,False
2014,172,False,False,True
2010,72,False,False,True
2021,193,False,True,False
2016,228,True,False,False
2012,151,True,False,False
2010,115,True,False,False
2015,225,True,False,False
2013,71,True,False,False
2017,23,False,False,True
2014,60,True,False,False
2019,61,False,False,True
2012,44,False,True,False
2013,218,False,False,True
2016,45,False,False,True
2009,183,False,True,False
2009,129,False,False,True
2022,205,False,True,False
2013,89,True,False,False
2015,192,True,False,False
2015,85,True,False,False
2017,39,True,False,False
2015,39,True,False,False
2011,125,False,False,True
2017,207,True,False,False
2017,136,True,False,False
2010,158,True,False,False
2013,11,False,True,False
2009,55,True,False,False
2014,123,False,False,True
2022,76,True,False,False
2019,30,False,False,True
2023,94,False,True,False
2010,56,True,False,False
2016,149,True,False,False
2010,127,False,True,False
2017,219,True,False,False
2009,220,False,False,True
2015,21,True,False,False
2011,198,True,False,False
2009,63,True,False,False
2021,150,False,False,True
2015,231,False,False,True
2010,196,False,False,True
2010,16,True,False,False
2017,199,True,False,False
2001,126,False,True,False
2020,235,False,False,True
2020,165,False,False,True
2020,34,False,False,True
2014,238,True,False,False
2015,189,False,True,False
2014,60,False,True,False
2021,180,False,False,True
2016,4,True,False,False
2004,64,True,False,False
2021,227,True,False,False
2009,205,True,False,False
2016,194,True,False,False
2020,59,False,True,False
2012,196,True,False,False
2011,104,True,False,False
2020,200,False,True,False
2017,125,False,False,True
2011,233,False,True,False
2014,9,False,False,True
2015,112,False,False,True
2016,223,False,True,False
2021,179,True,False,False
2011,205,False,True,False
2010,192,True,False,False
2018,91,True,False,False
2015,75,False,False,True
2017,228,False,True,False
2011,27,False,False,True
2009,65,True,False,False
2015,124,True,False,False
2015,41,False,False,True
2022,140,True,False,False
2014,72,False,False,True
2019,113,True,False,False
2022,3,False,False,True
2009,190,False,False,True
2017,203,True,False,False
2005,49,True,False,False
2023,3,False,False,True
2009,72,True,False,False
2006,7,True,False,False
2009,13,False,True,False
2009,139,False,False,True
2023,3,True,False,False
2023,219,True,False,False
2014,126,False,True,False
2011,17,False,True,False
2019,68,False,True,False
2011,174,False,True,False
2010,212,False,False,True
2007,126,False,False,True
2022,197,False,True,False
2022,176,False,False,True
2020,4,False,False,True
2012,60,True,False,False
2021,142,False,False,True
2014,123,True,False,False
2020,6,False,False,True
2023,81,True,False,False
2019,156,True,False,False
2012,164,True,False,False
2016,19,True,False,False
2014,72,False,True,False
2021,238,False,True,False
2018,15,True,False,False
2011,170,False,True,False
2012,168,False,False,True
2015,98,False,True,False
2023,192,False,False,True
2015,27,True,False,False
2009,59,False,False,True
2013,46,True,False,False
2023,213,False,False,True
2009,136,True,False,False
2011,87,True,False,False
2009,195,False,True,False
2010,180,False,False,True
2020,85,False,False,True
2013,190,True,False,False
2015,73,False,False,True
2009,173,False,False,True
2012,212,False,False,True
2016,82,True,False,False
2022,211,True,False,False
2018,42,False,False,True
2019,177,True,False,False
2014,47,False,True,False
2020,72,False,True,False
2017,158,True,False,False
2018,196,True,False,False
2018,16,True,False,False
2017,44,False,True,False
2011,200,False,True,False
2023,122,False,True,False
2023,177,False,False,True
2019,173,True,False,False
2020,65,True,False,False
2018,92,False,False,True
2010,1,False,False,True
2019,66,True,False,False
2009,217,False,True,False
2015,7,False,True,False
2016,77,True,False,False
2012,124,True,False,False
2021,129,True,False,False
2004,126,False,True,False
2022,235,False,False,True
2013,201,True,False,False
2016,170,True,False,False
2012,165,False,False,True
2001,95,True,False,False
2009,42,False,False,True
2019,236,False,False,True
2006,126,False,False,True
2013,196,False,False,True
2014,203,False,False,True
2014,226,False,True,False
2009,182,False,True,False
2013,47,True,False,False
2023,30,False,False,True
2018,186,False,True,False
2018,167,True,False,False
2012,137,False,False,True
2014,92,True,False,False
2018,223,False,True,False
2016,72,True,False,False
2022,80,False,True,False
2014,198,False,False,True
2020,68,True,False,False
2016,154,True,False,False
2015,233,True,False,False
2019,175,True,False,False
2021,167,False,False,True
2019,225,True,False,False
2009,184,True,False,False
2015,70,True,False,False
2003,118,False,False,True
2015,164,False,True,False
2015,130,True,False,False
2015,222,True,False,False
2012,179,True,False,False
2018,217,True,False,False
2016,218,True,False,False
2016,51,True,False,False
2013,199,False,False,True
2017,90,True,False,False
2017,1,False,False,True
2014,116,False,False,True
2022,224,False,False,True
2009,182,False,False,True
2013,88,True,False,False
2009,125,True,False,False
2016,63,False,False,True
2019,122,False,True,False
2022,52,True,False,False
2021,136,True,False,False
2022,7,False,False,True
2014,190,True,False,False
2020,78,True,False,False
2020,170,False,True,False
2013,118,True,False,False
2017,220,False,False,True
2004,49,True,False,False
2018,90,True,False,False
2016,113,False,False,True
2014,124,False,False,True
2012,106,False,False,True
2019,44,False,True,False
2015,7,True,False,False
2008,176,False,False,True
2018,170,True,False,False
2011,212,True,False,False
2022,24,True,False,False
2021,229,False,True,False
2016,25,True,False,False
2021,2,True,False,False
2012,233,True,False,False
2011,34,True,False,False
2015,154,False,True,False
2011,82,True,False,False
2011,43,True,False,False
2016,118,True,False,False
2020,132,True,False,False
2010,219,True,False,False
2015,2,True,False,False
2015,19,True,False,False
2018,175,True,False,False
2012,219,False,False,True
2013,148,True,False,False
2009,204,True,False,False
2011,118,True,False,False
2015,26,True,False,False
2000,152,False,False,True
2012,49,False,True,False
2010,98,True,False,False
2011,150,True,False,False
2005,29,False,True,False
2016,130,False,False,True
2014,64,False,True,False
2018,68,True,False,False
2020,182,False,False,True
2014,29,True,False,False
2012,168,True,False,False
2015,216,True,False,False
2023,183,True,False,False
2009,37,True,False,False
2013,23,False,True,False
2011,25,False,False,True
2011,114,False,True,False
2012,129,False,False,True
2019,129,True,False,False
2014,177,False,True,False
2016,59,False,True,False
2018,119,False,False,True
2008,118,False,True,False
2022,79,True,False,False
2016,23,True,False,False
2010,185,False,True,False
2020,192,False,False,True
2015,151,False,False,True
2020,236,True,False,False
2018,227,True,False,False
2011,109,False,True,False
2012,26,False,False,True
2020,46,True,False,False
2023,196,False,True,False
2021,23,False,False,True
2022,34,True,False,False
2019,13,False,False,True
2021,28,True,False,False
2019,127,False,False,True
2017,57,False,False,True
2011,132,False,False,True
2012,131,True,False,False
2012,77,True,False,False
2009,25,False,False,True
2018,65,False,False,True
2021,233,True,False,False
2020,9,False,False,True
2010,28,False,False,True
2009,154,False,True,False
2014,29,False,False,True
2018,78,True,False,False
2009,196,False,False,True
2003,152,False,False,True
2010,138,True,False,False
2016,94,False,True,False
2016,156,True,False,False
2013,12,False,False,True
2021,79,True,False,False
2010,236,False,False,True
2023,93,True,False,False
2012,144,True,False,False
2017,79,True,False,False
2019,52,True,False,False
2013,111,True,False,False
2005,7,False,False,True
2010,132,False,False,True
2015,21,False,False,True
2009,140,True,False,False
2014,189,False,True,False
2013,166,True,False,False
2011,4,False,False,True
2009,151,True,False,False
2012,44,True,False,False
2013,121,True,False,False
2011,130,False,True,False
2012,38,False,False,True
2017,112,True,False,False
2014,83,False,False,True
2012,149,False,False,True
2018,238,True,False,False
2018,179,True,False,False
2022,137,False,False,True
2010,97,True,False,False
2016,142,False,False,True
2022,80,False,False,True
2021,207,False,True,False
2010,67,True,False,False
2019,232,True,False,False
2015,89,False,False,True
2017,235,False,False,True
2023,13,False,True,False
2010,39,False,False,True
2013,34,False,False,True
2009,78,True,False,False
2019,191,False,False,True
2018,13,False,False,True
2018,13,True,False,False
2011,163,False,False,True
2011,82,False,False,True
2021,163,True,False,False
2020,130,True,False,False
2021,226,True,False,False
2009,226,True,False,False
2011,210,True,False,False
2018,152,False,True,False
2013,156,True,False,False
2023,67,False,False,True
2023,22,True,False,False
2018,206,False,True,False
2020,161,False,False,True
2016,48,False,False,True
2020,144,False,False,True
2023,39,True,False,False
2014,110,False,False,True
2022,106,True,False,False
2014,106,False,False,True
2022,59,False,False,True
2006,152,False,True,False
2021,109,False,True,False
2020,42,True,False,False
2021,71,False,False,True
2022,164,True,False,False
2021,226,False,False,True
2009,17,False,True,False
2013,19,False,False,True
2018,148,True,False,False
2019,104,False,True,False
2018,114,True,False,False
2020,82,False,True,False
2015,131,False,True,False
2001,52,False,True,False
2019,151,False,False,True
2015,57,False,True,False
2011,19,False,False,True
2010,80,True,False,False
2023,6,False,True,False
2018,58,True,False,False
2013,189,False,False,True
2020,210,True,False,False
2004,132,False,True,False
2012,18,False,False,True
2009,44,False,True,False
2014,121,False,False,True
2017,187,True,False,False
2009,170,False,True,False
2010,199,True,False,False
2016,105,True,False,False
2018,195,False,False,True
2014,149,True,False,False
2019,167,True,False,False
2010,185,False,False,True
2020,13,False,True,False
2015,84,True,False,False
2023,89,False,False,True
2015,59,True,False,False
2013,195,True,False,False
2018,82,True,False,False
2018,21,False,False,True
2010,13,False,True,False
2002,82,False,True,False
2023,127,False,True,False
2009,140,False,True,False
2021,36,True,False,False
2011,189,True,False,False
2017,193,False,True,False
2019,196,False,True,False
2010,194,True,False,False
2009,12,False,False,True
2016,29,False,False,True
2022,193,True,False,False
2014,22,False,True,False
2019,96,True,False,False
2014,63,False,False,True
2019,68,False,False,True
2023,233,True,False,False
2016,231,True,False,False
2012,155,False,True,False
2013,103,True,False,False
2020,137,False,False,True
2021,151,False,False,True
2012,74,False,True,False
2017,72,False,True,False
2018,116,True,False,False
2023,158,True,False,False
2018,9,True,False,False
2020,235,True,False,False
2000,18,False,True,False
2022,238,False,False,True
2023,170,False,True,False
2008,176,False,True,False
2009,9,False,False,True
2022,166,False,True,False
2011,49,False,False,True
2014,109,True,False,False
2021,10,True,False,False
2023,41,True,False,False
2003,152,False,True,False
2021,21,True,False,False
2013,233,True,False,False
2019,103,False,False,True
2012,123,True,False,False
2012,233,False,True,False
2017,102,True,False,False
2017,109,True,False,False
2019,18,False,True,False
2012,82,True,False,False
2021,40,False,False,True
2013,27,False,True,False
2016,180,False,False,True
2012,79,True,False,False
2007,95,False,False,True
2009,94,True,False,False
2015,131,True,False,False
2016,203,False,False,True
2018,12,True,False,False
2023,72,True,False,False
2017,60,False,False,True
2020,185,False,True,False
2015,123,True,False,False
2010,125,True,False,False
2014,92,False,False,True
2016,109,False,False,True
2012,150,True,False,False
2021,0,True,False,False
2012,154,False,True,False
2013,55,False,False,True
2014,218,False,False,True
2023,0,True,False,False
2016,84,False,False,True
2021,63,True,False,False
2021,180,True,False,False
2020,155,False,True,False
2022,2,True,False,False
2015,118,False,True,False
2014,156,True,False,False
2007,132,False,False,True
2016,119,False,False,True
2010,229,True,False,False
2004,82,False,False,True
2018,142,True,False,False
2017,187,False,True,False
2015,72,False,True,False
2011,235,True,False,False
2014,125,False,False,True
2015,35,True,False,False
2013,57,True,False,False
2020,212,True,False,False
2001,176,True,False,False
2009,65,False,False,True
2013,132,False,False,True
2012,35,True,False,False
2018,173,False,False,True
2021,137,True,False,False
2013,70,True,False,False
2018,68,False,False,True
2019,83,True,False,False
2023,0,True,False,False
2016,92,False,False,True
2023,200,True,False,False
2009,168,True,False,False
2023,20,False,True,False
2020,187,False,False,True
2011,16,False,True,False
2010,194,False,False,True
2012,128,True,False,False
2008,13,True,False,False
2023,28,False,False,True
2009,183,False,False,True
2022,148,True,False,False
2023,29,False,True,False
2015,170,True,False,False
2018,76,False,False,True
2009,233,False,False,True
2010,17,True,False,False
2021,199,False,False,True
2013,68,False,False,True
2012,72,True,False,False
2015,198,False,False,True
2021,43,True,False,False
2015,22,False,False,True
2016,233,False,False,True
2020,206,True,False,False
2012,211,True,False,False
2014,130,True,False,False
2015,142,False,False,True
2017,99,True,False,False
2002,187,False,True,False
2013,33,True,False,False
2017,179,True,False,False
2011,47,False,False,True
2009,153,False,False,True
2014,45,True,False,False
2022,41,True,False,False
2014,39,False,False,True
2019,2,True,False,False
2017,25,False,True,False
2023,11,False,True,False
2011,177,True,False,False
2014,211,True,False,False
2021,78,False,True,False
2013,211,True,False,False
2011,114,False,False,True
2015,187,False,True,False
2012,163,True,False,False
2016,237,False,False,True
2023,230,True,False,False
2010,190,True,False,False
2015,29,True,False,False
2013,212,False,False,True
2010,5,False,False,True
2016,203,True,False,False
2015,105,True,False,False
2016,178,False,False,True
2022,1,True,False,False
2019,64,True,False,False
2021,228,False,True,False
2013,207,True,False,False
2018,133,True,False,False
2022,11,True,False,False
2009,231,True,False,False
2014,93,True,False,False
2005,176,False,False,True
2012,95,False,False,True
2018,66,True,False,False
2016,176,False,False,True
2023,168,True,False,False
2020,151,False,False,True
2020,68,False,False,True
2021,151,False,True,False
2010,187,False,True,False
2020,123,False,False,True
2017,82,False,True,False
2011,236,False,True,False
2014,174,True,False,False
2022,149,False,False,True
2018,8,False,False,True
2011,178,True,False,False
2020,64,False,True,False
2020,193,False,False,True
2009,82,False,True,False
2014,80,True,False,False
